Plant Name,Plant Code,State,Sector Name,Prime Movers,Fuel Types
Green Acres Solar Facility 2,57850,CA,Electric utility non-cogen,PV,SUN
Green Beanworks B PV,61339,CA,Electric utility non-cogen,PV,SUN
Green Beanworks C PV,61215,CA,Electric utility non-cogen,PV,SUN
Green Beanworks D PV,61216,CA,Electric utility non-cogen,PV,SUN
Green Farm,59148,NC,Electric utility non-cogen,PV,SUN
Green Lake Solar,63019,MI,Electric utility non-cogen,PV,SUN
"Green Meadow Solar, LLC",61291,MT,Electric utility non-cogen,PV,SUN
Green Meadows,58097,MA,Electric utility non-cogen,PV,SUN
Greene County Meter #1,60463,NY,Electric utility non-cogen,PV,SUN
Greenfield Solar PV,62063,MA,Electric utility,PV,SUN
Greenfield Solar Park,61053,IN,Electric utility,PV,SUN
Greenville CSG,62759,NY,Electric utility non-cogen,PV,SUN
Greenville Solar Plant,58603,UT,Electric utility non-cogen,PV,SUN
Greenwood (MO),6074,MO,Electric utility,PV,SUN
Greenwood Solar Farm,60019,MI,Electric utility,PV,SUN
Gridley Main,58370,CA,Electric utility non-cogen,PV,SUN
Gridley Main Two,58371,CA,Electric utility non-cogen,PV,SUN
"Griffin Road Solar, LLC CSG",62198,MA,Electric utility non-cogen,PV,SUN
Griffin Solar,62953,TX,Electric utility non-cogen,PV,SUN
Griffith,59019,IN,Electric utility non-cogen,PV,SUN
Grimm Community Solar,61689,MN,Electric utility non-cogen,PV,SUN
Grossmont HS Solar Project,62987,CA,Commercial non-cogen,PV,SUN
Grove Solar,60181,NC,Electric utility non-cogen,PV,SUN
"Grove Solar Center, LLC",60330,OR,Electric utility non-cogen,PV,SUN
"Grove Solar, LLC",62807,NC,Electric utility non-cogen,PV,SUN
Groveland Solar,57989,MA,Electric utility non-cogen,PV,SUN
Guadalupe Solar Farm,62690,CA,Electric utility non-cogen,PV,SUN
Guernsey Solar Station,57891,CA,Electric utility,PV,SUN
Guildlerland CSG,63052,NY,Electric utility non-cogen,PV,SUN
Gulf Coast Solar Center I,59689,FL,Electric utility non-cogen,PV,SUN
Gulf Coast Solar Center II,59690,FL,Electric utility non-cogen,PV,SUN
Gulf Coast Solar Center III,59691,FL,Electric utility non-cogen,PV,SUN
Gulfport Naval Base CSG PV System,61208,MS,Electric utility non-cogen,PV,SUN
Guse CSG,62195,MN,Electric utility non-cogen,PV,SUN
Gutenberg Solar,63076,NC,Electric utility,PV,SUN
Guyton Community Solar,62392,GA,Electric utility,PV,SUN
"HCE Johnston I, LLC",60121,NC,Electric utility non-cogen,PV,SUN
HCE Moore I,62539,NC,Electric utility non-cogen,PV,SUN
HGS Solar I,61765,NY,Electric utility non-cogen,PV,SUN
HL Solar,62655,CA,Electric utility non-cogen,PV,SUN
HMW Minster PV I,60190,OH,Electric utility non-cogen,PV,SUN
HQC Rock River Solar Power Gen Station,60573,WI,Electric utility non-cogen,PV,SUN
HXNAir Solar One,60209,NC,Electric utility non-cogen,PV,SUN
"Hadley 2 Solar, LLC CSG",62196,MA,Electric utility non-cogen,PV,SUN
"Hadley Solar NG, LLC",59484,MA,Electric utility non-cogen,PV,SUN
Haley Solar,61523,SC,Electric utility non-cogen,PV,SUN
Halifax,58943,NC,Electric utility non-cogen,PV,SUN
Hall's Warehouse Solar Project,56877,NJ,Electric utility non-cogen,PV,SUN
Hamilton Solar,62025,CT,Electric utility non-cogen,PV,SUN
Hamilton Solar Power Plant,61807,FL,Electric utility,PV,SUN
Hamilton Solar-Crosswicks,60489,NJ,Electric utility non-cogen,PV,SUN
Hammer CSG,62099,MN,Electric utility non-cogen,PV,SUN
Hammock Solar,61024,FL,Electric utility,PV,SUN
Hampden,60494,MA,Electric utility non-cogen,PV,SUN
Hampden Solar PV,62073,MA,Electric utility,PV,SUN
Hampshire College Hybrid,60815,MA,Electric utility non-cogen,PV,SUN
Hampton MN GRE,62060,MN,Electric utility non-cogen,PV,SUN
Hampton Solar 2,61498,SC,Electric utility non-cogen,PV,SUN
Hampton Solar I,61325,SC,Electric utility non-cogen,PV,SUN
Hanford 1 and 2,59300,CA,Electric utility non-cogen,PV,SUN
Hanover,59628,NJ,Electric utility non-cogen,PV,SUN
"Hanover Solar, LLC",61877,NC,Electric utility non-cogen,PV,SUN
Happy Hollow CSG Hybrid,62652,MA,Electric utility non-cogen,PV,SUN
Happy Solar,59512,NC,Electric utility non-cogen,PV,SUN
"Hardison Farm Solar, LLC",60415,NC,Electric utility non-cogen,PV,SUN
Hardwick-Athol & Eagle Hill,60458,MA,Electric utility non-cogen,PV,SUN
Harford Solar Farm,61030,NY,Electric utility non-cogen,PV,SUN
Harmon DC Totowa NJ,58095,NJ,Electric utility non-cogen,PV,SUN
Harmony,59627,NJ,Electric utility non-cogen,PV,SUN
Harrell's Hill Solar Center LLC,59337,NC,Electric utility non-cogen,PV,SUN
Hartford Landfill Solar EGF,60909,CT,Electric utility non-cogen,PV,SUN
Hartmann Project CSG,63174,MN,Electric utility non-cogen,PV,SUN
Hartz Way,60501,NJ,Commercial non-cogen,PV,SUN
"Harvest Beulaville, LLC",63299,NC,Electric utility non-cogen,PV,SUN
Harvest Moon Renewable Energy Company,61493,TX,Electric utility non-cogen,PV,SUN
Harwich Landfill,59078,MA,Electric utility non-cogen,PV,SUN
Hastings Community Solar Farm,62833,NE,Electric utility,PV,SUN
Hastings Solar,60525,MN,Electric utility non-cogen,PV,SUN
"Hatch Solar Energy Center I, LLC",57591,NM,Electric utility non-cogen,PV,SUN
Hatfield Renewables Community Solar,61299,MA,Electric utility non-cogen,PV,SUN
Hatfield Solar PV,62091,MA,Electric utility,PV,SUN
Hattiesburg Solar Farm,60552,MS,Electric utility non-cogen,PV,SUN
Haven Solar Project CSG,62651,MN,Electric utility non-cogen,PV,SUN
Haverhill Solar Power Project,57269,MA,Electric utility,PV,SUN
Havre de Grace II - E at Perryman,60708,MD,Electric utility non-cogen,PV,SUN
Haynes Farm,58332,NC,Electric utility non-cogen,PV,SUN
"Haywood Farm Solar, LLC",61255,NC,Electric utility non-cogen,PV,SUN
Haywood Solar,61733,TN,Industrial non-cogen,PV,SUN
Hayworth Solar,59009,CA,Electric utility non-cogen,PV,SUN
Hazlehurst II,60554,GA,Electric utility non-cogen,PV,SUN
Hazlehurst III,62057,GA,Electric utility non-cogen,PV,SUN
Heber Solar,58398,CA,Electric utility non-cogen,PV,SUN
Hecate Energy Beacon Solar 1,59315,CA,Electric utility non-cogen,PV,SUN
Hecate Energy Beacon Solar 3,59316,CA,Electric utility non-cogen,PV,SUN
Hecate Energy Beacon Solar 4,59317,CA,Electric utility non-cogen,PV,SUN
Hecate Energy Blair Road LLC,62778,FL,Electric utility non-cogen,PV,SUN
Hector Farm,60577,NC,Electric utility non-cogen,PV,SUN
Heedeh Solar,60157,NC,Electric utility non-cogen,PV,SUN
Held Solar Project,62267,MN,Electric utility non-cogen,PV,SUN
Heliocentric,57831,CA,Electric utility non-cogen,PV,SUN
Heller 400M,62438,NJ,Electric utility non-cogen,PV,SUN
Heller Industrial Parks,57869,NJ,Electric utility non-cogen,PV,SUN
Hellyer Solar Farm,62689,CA,Electric utility non-cogen,PV,SUN
Hemlock Solar,60207,NC,Electric utility non-cogen,PV,SUN
Henrietta Solar Project,58975,CA,Electric utility non-cogen,PV,SUN
Henryville Solar RES,59986,IN,Electric utility,PV,SUN
Herbert Farm Solar,58463,MD,Electric utility,PV,SUN
Hertford Solar Farm,60384,NC,Electric utility non-cogen,PV,SUN
Hesperia,59182,CA,Electric utility non-cogen,PV,SUN
"Hew Fulton Farm, LLC",60778,NC,Electric utility non-cogen,PV,SUN
"Hewlett-Packard (HP) - Andover, MA",60099,MA,Electric utility non-cogen,PV,SUN
Heyer CSG,61793,MN,Electric utility non-cogen,PV,SUN
Hickory,59829,NC,Electric utility non-cogen,PV,SUN
Hickory Ridge Landfill Solar Project,59459,GA,Electric utility non-cogen,PV,SUN
Higginsville Solar Farm,61316,MO,Electric utility non-cogen,PV,SUN
Highland Solar Center LLC,59163,NC,Electric utility non-cogen,PV,SUN
Highwater Solar I,59487,NC,Electric utility non-cogen,PV,SUN
Highway 56 Solar,61409,TX,Electric utility non-cogen,PV,SUN
Hinsdale Solar PV,62064,MA,Electric utility,PV,SUN
Hinton,61615,OK,Electric utility,PV,SUN
Hobart & William Smith College Gates Rd.,63297,NY,Commercial non-cogen,PV,SUN
"Hobart Solar, LLC",58795,IN,Electric utility non-cogen,PV,SUN
Holdrege Solar Center,59713,NE,Electric utility non-cogen,PV,SUN
Holland Solar,60763,NJ,Electric utility non-cogen,PV,SUN
Hollister Solar LLC,59268,CA,Electric utility non-cogen,PV,SUN
Holliston Solar CSG,60731,MA,Electric utility non-cogen,PV,SUN
Holloman Solar Facility,60301,NM,Electric utility,PV,SUN
Hollyfield,61023,VA,Electric utility,PV,SUN
Hollygrove CSG,63051,NY,Electric utility non-cogen,PV,SUN
Holstein Plant,58623,NC,Electric utility non-cogen,PV,SUN
Holtsville Solar Project,61902,NY,Electric utility non-cogen,PV,SUN
Holyoke Solar Cooperative at Mueller,57931,MA,Electric utility non-cogen,PV,SUN
Homer Street East,62725,NY,Electric utility non-cogen,PV,SUN
Homer Street West,62724,NY,Electric utility non-cogen,PV,SUN
"Hood Farm Solar, LLC",61256,NC,Electric utility non-cogen,PV,SUN
Hooper Solar,60008,CO,Electric utility non-cogen,PV,SUN
"Hope Farm Solar, LLC",61840,RI,Electric utility non-cogen,PV,SUN
Hope Solar Farm LLC,63371,NY,Electric utility non-cogen,PV,SUN
Hopewell Friends,61883,NC,Electric utility non-cogen,PV,SUN
Hopewell Valley High School Hybrid,61473,NJ,Electric utility,PV,SUN
Hopkinton CSG,62760,MA,Electric utility non-cogen,PV,SUN
Horizon Solar Energy Center,61021,FL,Electric utility,PV,SUN
Horn,58452,CA,Electric utility non-cogen,PV,SUN
Hospital Rd Community Solar Farm CSG,62155,NY,Electric utility non-cogen,PV,SUN
Houghton,60454,NY,Electric utility non-cogen,PV,SUN
"Howell Midland Farm, LLC",60312,NC,Electric utility non-cogen,PV,SUN
Howell Solar,60728,NJ,Electric utility non-cogen,PV,SUN
Howland CSG,63055,NY,Electric utility non-cogen,PV,SUN
Huneke I CSG,61505,MN,Electric utility non-cogen,PV,SUN
Huneke II CSG,62139,MN,Electric utility non-cogen,PV,SUN
Hunt Farm Solar,59820,MA,Electric utility non-cogen,PV,SUN
Hunt Road Solar,59927,MA,Electric utility non-cogen,PV,SUN
Hunterdon Health System Solar Project,62225,NJ,Electric utility non-cogen,PV,SUN
Huron Solar Station,57523,CA,Electric utility,PV,SUN
Husky Solar,59510,NC,Electric utility non-cogen,PV,SUN
Hutchinson Farm,59564,NC,Electric utility non-cogen,PV,SUN
Hwy 14 Holdco Solar CSG,60834,MN,Electric utility non-cogen,PV,SUN
Hyder II Hybrid,58383,AZ,Electric utility,PV,SUN
Hyder Solar Hybrid,57563,AZ,Electric utility,PV,SUN
"Hyline Solar Center, LLC",60331,OR,Electric utility non-cogen,PV,SUN
ID Solar,60445,ID,Electric utility non-cogen,PV,SUN
IFF Hazlet,60709,NJ,Electric utility non-cogen,PV,SUN
IFF Union Beach Project,62306,NJ,Electric utility non-cogen,PV,SUN
IGS Solar I - BWI2,61465,MD,Electric utility non-cogen,PV,SUN
IGS Solar I - BWI5,61358,MD,Electric utility non-cogen,PV,SUN
IGS Solar I - EWR5,61359,NJ,Electric utility non-cogen,PV,SUN
IGS Solar I - EWR6,61360,NJ,Electric utility non-cogen,PV,SUN
IKEA Canton Rooftop PV System,62677,MI,Commercial non-cogen,PV,SUN
IKEA College Park 411,58015,MD,Commercial non-cogen,PV,SUN
IKEA Conshohocken Rooftop PV System,61819,PA,Commercial non-cogen,PV,SUN
IKEA Grand Prairie Rooftop PV System,61309,TX,Electric utility non-cogen,PV,SUN
IKEA Jacksonville Rooftop PV System,61821,FL,Commercial non-cogen,PV,SUN
IKEA Joliet Rooftop PV System,61192,IL,Commercial non-cogen,PV,SUN
IKEA Las Vegas 462,61193,NV,Commercial non-cogen,PV,SUN
IKEA Live Oak Rooftop PV System,62152,TX,Commercial non-cogen,PV,SUN
IKEA Memphis 508,61211,TN,Commercial non-cogen,PV,SUN
IKEA Miami 327,61173,FL,Commercial non-cogen,PV,SUN
IKEA New Haven Rooftop PV &  Fuel Cell,61820,CT,Commercial non-cogen,PV,SUN
IKEA Norfolk Rooftop PV System,62355,VA,Commercial non-cogen,PV,SUN
IKEA Oak Creek Rooftop PV System,61816,WI,Commercial non-cogen,PV,SUN
IKEA Perryville 460,58014,MD,Commercial non-cogen,PV,SUN
IKEA Round Rock 027,58013,TX,Commercial non-cogen,PV,SUN
IKEA Savannah 490,58011,GA,Commercial non-cogen,PV,SUN
IKEA Tampa 042,58012,FL,Commercial non-cogen,PV,SUN
IKEA Tejon 345,58028,CA,Commercial non-cogen,PV,SUN
IKEA Westhampton 061,58016,NJ,Commercial non-cogen,PV,SUN
ILR Landfill,60375,NJ,Electric utility non-cogen,PV,SUN
IMPA Anderson Solar Park,60253,IN,Electric utility,PV,SUN
IMPA Anderson Solar Park 2,61054,IN,Electric utility,PV,SUN
IMPA Crawfordsville Solar Park,59483,IN,Electric utility,PV,SUN
IMPA Frankton Solar Park,59479,IN,Electric utility,PV,SUN
IMPA Huntingburg Solar Park,60251,IN,Electric utility,PV,SUN
IMPA Pendleton Solar Park,59770,IN,Electric utility,PV,SUN
IMPA Peru Solar Park,59481,IN,Electric utility,PV,SUN
IMPA Rensselaer Solar Park,59480,IN,Electric utility,PV,SUN
IMPA Richmond Solar Park,59478,IN,Electric utility,PV,SUN
IMPA Tell City Solar Park,59482,IN,Electric utility,PV,SUN
IMPA Washington Solar Park,60252,IN,Electric utility,PV,SUN
IND Community Solar Farm 1st Phase,58391,IN,Electric utility non-cogen,PV,SUN
IND Solar Farm (Phase IIA),59424,IN,Electric utility non-cogen,PV,SUN
INDY III,59823,IN,Electric utility non-cogen,PV,SUN
IOS - ERW9,61466,NJ,Electric utility non-cogen,PV,SUN
IOS - MEW Phase 1,61460,ME,Electric utility non-cogen,PV,SUN
"IRE Solar I, LLC",61717,NY,Electric utility non-cogen,PV,SUN
"ISH Solar Central, LLC",57799,NJ,Electric utility non-cogen,PV,SUN
ISH Solar Hospital Downey,57841,CA,Electric utility non-cogen,PV,SUN
ISH Solar Hospital SDMC,57840,CA,Electric utility non-cogen,PV,SUN
IVC Solar,61692,CA,Electric utility non-cogen,PV,SUN
Imboden Solar Garden,61753,CO,Electric utility non-cogen,PV,SUN
Imclone Solar Electric Facility,59631,NJ,Commercial non-cogen,PV,SUN
Imeson Solar,63186,FL,Electric utility non-cogen,PV,SUN
Imperial Solar Energy Center South,57490,CA,Electric utility non-cogen,PV,SUN
Imperial Solar Energy Center West,57491,CA,Electric utility non-cogen,PV,SUN
"Imperial Valley Solar Co (IVSC) 2, LLC",59657,CA,Electric utility non-cogen,PV,SUN
Imperial Valley Solar Company 1 LLC,58062,CA,Electric utility,PV,SUN
"Imperial Valley Solar, LLC",56917,CA,Electric utility non-cogen,PV,SUN
Improvement Dst No. 4,57895,CA,Commercial non-cogen,PV,SUN
Independence II Solar Farm,61588,MO,Electric utility non-cogen,PV,SUN
Independence Solar Farm,61092,MO,Electric utility non-cogen,PV,SUN
Indian Hill Solar LLC,59362,MA,Electric utility non-cogen,PV,SUN
Indian Orchard PV Facility,57674,MA,Electric utility,PV,SUN
Indian River Solar Center,61020,FL,Electric utility,PV,SUN
Indianapolis Motor Speedway Solar PV,58615,IN,Electric utility non-cogen,PV,SUN
Industry MetroLink PV 1,57860,CA,Electric utility,PV,SUN
Industry Solar Power Generation Station 1 LLC,58609,CA,Electric utility non-cogen,PV,SUN
Indy Grocers,59834,IN,Electric utility non-cogen,PV,SUN
"Indy Solar I, LLC",58552,IN,Electric utility non-cogen,PV,SUN
"Indy Solar II, LLC",58556,IN,Electric utility non-cogen,PV,SUN
"Indy Solar III, LLC",58553,IN,Electric utility non-cogen,PV,SUN
Innovative Solar 10,60050,NC,Electric utility non-cogen,PV,SUN
"Innovative Solar 14, LLC",59553,NC,Electric utility non-cogen,PV,SUN
"Innovative Solar 15, LLC",59554,NC,Electric utility non-cogen,PV,SUN
Innovative Solar 16,60055,NC,Electric utility non-cogen,PV,SUN
"Innovative Solar 18, LLC",60051,NC,Electric utility non-cogen,PV,SUN
Innovative Solar 23,59670,NC,Electric utility non-cogen,PV,SUN
"Innovative Solar 26, LLC",60052,NC,Electric utility non-cogen,PV,SUN
Innovative Solar 31,60540,NC,Electric utility non-cogen,PV,SUN
"Innovative Solar 35, LLC",61258,NC,Electric utility non-cogen,PV,SUN
Innovative Solar 37,59665,NC,Electric utility non-cogen,PV,SUN
Innovative Solar 42,60539,NC,Electric utility non-cogen,PV,SUN
"Innovative Solar 43, LLC",60149,NC,Electric utility non-cogen,PV,SUN
Innovative Solar 44,59675,NC,Electric utility non-cogen,PV,SUN
Innovative Solar 46,59671,NC,Electric utility non-cogen,PV,SUN
Innovative Solar 47,59666,NC,Electric utility non-cogen,PV,SUN
Innovative Solar 48,59667,NC,Electric utility non-cogen,PV,SUN
Innovative Solar 54,59669,NC,Electric utility non-cogen,PV,SUN
Innovative Solar 55,59676,NC,Electric utility non-cogen,PV,SUN
"Innovative Solar 59, LLC",61259,NC,Electric utility non-cogen,PV,SUN
Innovative Solar 6,59542,NC,Electric utility non-cogen,PV,SUN
"Innovative Solar 60, LLC",61260,NC,Electric utility non-cogen,PV,SUN
"Innovative Solar 63, LLC",60053,NC,Electric utility non-cogen,PV,SUN
Innovative Solar 64,59677,NC,Electric utility non-cogen,PV,SUN
Innovative Solar 65,60398,NC,Electric utility non-cogen,PV,SUN
Innovative Solar 67,59678,NC,Electric utility non-cogen,PV,SUN
"Integrys MA Solar, LLC - Ashburnham Site",58934,MA,Electric utility non-cogen,PV,SUN
Intel - Ocotillo Campus Solar,60822,AZ,Electric utility non-cogen,PV,SUN
Intel Folsom,58086,CA,Electric utility non-cogen,PV,SUN
Intel Folsom Phase 2,58954,CA,Electric utility non-cogen,PV,SUN
Intel Folsom Phase 3,61152,CA,Electric utility non-cogen,PV,SUN
Interstate Solar,61832,OR,Electric utility non-cogen,PV,SUN
Interstate Solar Energy Center,61768,FL,Electric utility,PV,SUN
Iron Horse Battery Storage Hybrid,60996,AZ,Electric utility non-cogen,PV,SUN
"Iron Horse Solar 4, LLC",60799,MA,Electric utility non-cogen,PV,SUN
Iron Horse Solar I CSG,60855,MA,Electric utility non-cogen,PV,SUN
"Iron Springs Solar, LLC",59941,UT,Electric utility non-cogen,PV,SUN
Ironwood Solar LLC,58513,CA,Electric utility non-cogen,PV,SUN
Ivanhoe Solar,58307,CA,Electric utility non-cogen,PV,SUN
Ivanpah 1,57074,CA,Electric utility non-cogen,ST,"NG,SUN"
Ivanpah 2,57073,CA,Electric utility non-cogen,ST,"NG,SUN"
Ivanpah 3,57075,CA,Electric utility non-cogen,ST,"NG,SUN"
JBAB - Washington DC,62374,DC,Electric utility non-cogen,PV,SUN
JMB Mcguire-Dix-Lakehurst Solar Project,58793,NJ,Electric utility non-cogen,PV,SUN
Jackson Board of Education-Liberty HS,60113,NJ,Electric utility non-cogen,PV,SUN
Jackson Co. Solar RES,59989,IN,Electric utility,PV,SUN
Jackson Solar Farm,61292,NC,Electric utility non-cogen,PV,SUN
Jacksonville Solar,57202,FL,Electric utility non-cogen,PV,SUN
Jacob Solar,59503,NC,Electric utility non-cogen,PV,SUN
Jacobson 5 MW Solar,60603,AZ,Electric utility,PV,SUN
Jacobstown,59185,NJ,Electric utility non-cogen,PV,SUN
Jacumba Solar Farm,60947,CA,Electric utility non-cogen,PV,SUN
Jakana Solar,59170,NC,Electric utility non-cogen,PV,SUN
"Jamesville Road Solar, LLC",62329,NC,Electric utility non-cogen,PV,SUN
Jamison Solar Farm,62396,SC,Electric utility,PV,SUN
Jeffco Community Solar Gardens LLC,60320,CO,Electric utility non-cogen,PV,SUN
Jefferson Avenue,60499,NJ,Commercial non-cogen,PV,SUN
Jefferson Solar,62024,CT,Electric utility non-cogen,PV,SUN
Jefferson Solar Park,59771,WI,Electric utility non-cogen,PV,SUN
Jefferson-Lewis BOCES Solar,60819,NY,Electric utility non-cogen,PV,SUN
Jersey Gardens Phase 1,58653,NJ,Electric utility non-cogen,PV,SUN
Jersey Gardens Phase 2,58654,NJ,Electric utility non-cogen,PV,SUN
Jersey Holdings,60784,NC,Electric utility non-cogen,PV,SUN
Jessamine Solar,61944,SC,Electric utility non-cogen,PV,SUN
Jewish Community Center PV,58292,AZ,Electric utility non-cogen,PV,SUN
John A Logan College Solar,61878,IL,Electric utility non-cogen,PV,SUN
Johnson 1 Community Solar,61686,MN,Electric utility non-cogen,PV,SUN
Johnson Co. Solar RES,59990,IN,Electric utility,PV,SUN
Johnson II Community Solar,61695,MN,Electric utility non-cogen,PV,SUN
"Johnson Matthey, Inc. Solar",57723,NJ,Electric utility non-cogen,PV,SUN
Johnson Solar CSG,61380,MN,Electric utility non-cogen,PV,SUN
Johnston Solar,59858,RI,Electric utility non-cogen,PV,SUN
Johnstown,61888,NY,Electric utility non-cogen,PV,SUN
"Johnstown Solar 1, LLC",63013,NY,Electric utility non-cogen,PV,SUN
Jordache Enterprises Solar,58049,NJ,Commercial non-cogen,PV,SUN
Junction Road,60265,NJ,Electric utility non-cogen,PV,SUN
KDC Solar ASGM,62739,NJ,Electric utility non-cogen,PV,SUN
KDC Solar CSCP LLC,62746,NJ,Electric utility non-cogen,PV,SUN
"KDC Solar PR1, LLC",59910,NJ,Electric utility non-cogen,PV,SUN
KIUC Kapaia PV and BA Storage Project Hybrid,60546,HI,Electric utility non-cogen,PV,SUN
KRS I Anahola Solar Hybrid,58639,HI,Electric utility,"BA,PV","MWH,SUN"
KRS II Koloa Solar,58640,HI,Electric utility,PV,SUN
KS Solar Six LLC,59468,MA,Electric utility non-cogen,PV,SUN
